Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Summoner name,Player puuid,Match ID,Date added
Sett,Yone,Hecarim,Diana,Zeri,Yuumi,Chain Vest,Stridebreaker,Plated Steelcaps,Sterak's Gage,Doran's Shield,Winged Moonplate,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5689237547,03/02/2022
Sett,Kayle,Viego,Vayne,Orianna,Lulu,Negatron Cloak,Stridebreaker,Winged Moonplate,Mercury's Treads,Doran's Shield,Sterak's Gage,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5688997312,03/02/2022
Sett,Chogath,LeeSin,Veigar,Jhin,Nami,Anathema's Chains,Stridebreaker,Mercury's Treads,Black Cleaver,Doran's Shield,no item,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5688927442,03/02/2022
Sett,Janna,XinZhao,TwistedFate,Jhin,Maokai,Titanic Hydra,Hullbreaker,Chain Vest,Mercury's Treads,Doran's Shield,Trinity Force,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5688931079,03/02/2022
Sett,Poppy,Diana,Leblanc,Jhin,Janna,Control Ward,Stridebreaker,Mercury's Treads,Kindlegem,Sterak's Gage,Doran's Shield,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5687228328,03/02/2022
Sett,Viktor,LeeSin,Lux,Caitlyn,Senna,Pickaxe,Stridebreaker,Doran's Shield,Ruby Crystal,Mercury's Treads,Phage,Gudule,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5687211368,03/02/2022
Sett,Riven,Shaco,Corki,Vayne,Lulu,Doran's Shield,no item,Goredrinker,Phage,Plated Steelcaps,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693746583,03/02/2022
Sett,Riven,Zac,Viktor,Ezreal,Leona,Sterak's Gage,Spectre's Cowl,Goredrinker,Plated Steelcaps,Ruby Crystal,Control Ward,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693509988,03/02/2022
Sett,Darius,Hecarim,Zoe,Kaisa,Zilean,Sterak's Gage,Blade of The Ruined King,Galeforce,Bramble Vest,Plated Steelcaps,Ruby Crystal,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693420024,03/02/2022
Sett,Poppy,LeeSin,Zilean,Jinx,Senna,Sterak's Gage,Spectre's Cowl,Goredrinker,Doran's Shield,Plated Steelcaps,Bramble Vest,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693421103,03/02/2022
Sett,Kassadin,Twitch,Sylas,Caitlyn,Nami,Doran's Blade,Control Ward,Blade of The Ruined King,Plated Steelcaps,Phage,Bramble Vest,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693284919,03/02/2022
Sett,Lulu,Diana,Irelia,Kaisa,Blitzcrank,Doran's Shield,Mercury's Treads,Goredrinker,Blade of The Ruined King,Ruby Crystal,Long Sword,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5692313182,03/02/2022
Sett,Akshan,Viego,Syndra,Ziggs,Soraka,Doran's Shield,Bramble Vest,Goredrinker,Phage,Plated Steelcaps,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5692147267,03/02/2022
Sett,Sion,LeeSin,Viktor,Jinx,Senna,Sterak's Gage,Blade of The Ruined King,Goredrinker,Cloth Armor,Doran's Blade,Plated Steelcaps,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5691631256,03/02/2022
Sett,Jayce,Viego,Vex,Caitlyn,Swain,Doran's Shield,Sterak's Gage,Goredrinker,Plated Steelcaps,Bramble Vest,Spectre's Cowl,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5691575599,03/02/2022
Sett,Aatrox,Zac,Qiyana,Jinx,Janna,Doran's Blade,Blade of The Ruined King,Phage,Plated Steelcaps,Bramble Vest,Ruby Crystal,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5691532298,03/02/2022
Sett,Riven,Graves,Velkoz,Caitlyn,Nami,Doran's Blade,Sterak's Gage,Goredrinker,Plated Steelcaps,Blade of The Ruined King,Control Ward,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688443838,03/02/2022
Sett,Kennen,Kayn,Corki,Jhin,Janna,Sterak's Gage,Tiamat,Goredrinker,Plated Steelcaps,Bramble Vest,Doran's Shield,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688359872,03/02/2022
Sett,Camille,Hecarim,Kassadin,Jhin,Zilean,Doran's Blade,no item,Ironspike Whip,Kindlegem,Boots,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688273462,03/02/2022
Sett,Akali,Kayn,Veigar,Karthus,Janna,Doran's Blade,Blade of The Ruined King,Goredrinker,Mercury's Treads,Ruby Crystal,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688229288,03/02/2022
Sett,Rumble,Viego,Yone,Jhin,Janna,Doran's Shield,Blade of The Ruined King,no item,Mercury's Treads,Ruby Crystal,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688126085,03/02/2022
Sett,Gragas,Hecarim,Talon,Kaisa,Nautilus,Mercury's Treads,Refillable Potion,Goredrinker,Doran's Blade,Phage,Ruby Crystal,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688064815,03/02/2022
Sett,Pantheon,Nocturne,Velkoz,Senna,Alistar,Doran's Blade,Blade of The Ruined King,Goredrinker,Plated Steelcaps,no item,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688029450,03/02/2022
Sett,Cassiopeia,LeeSin,Riven,Jhin,Janna,Doran's Blade,Ruby Crystal,Goredrinker,Sterak's Gage,Negatron Cloak,Mercury's Treads,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688037619,03/02/2022
Sett,Jayce,Olaf,Anivia,Jhin,Senna,Doran's Shield,Sterak's Gage,Goredrinker,Bramble Vest,no item,Plated Steelcaps,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687986655,03/02/2022
Sett,Gwen,Shyvana,Zed,Kaisa,Janna,Doran's Blade,no item,Galeforce,Phage,Mercury's Treads,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687966096,03/02/2022
Sett,Cassiopeia,Skarner,Vladimir,Samira,Zilean,Doran's Shield,no item,Goredrinker,Sterak's Gage,Mercury's Treads,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687994451,03/02/2022
Sett,Camille,Rengar,Vladimir,Zeri,Twitch,Sterak's Gage,Tiamat,Goredrinker,Cloth Armor,Plated Steelcaps,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687973678,03/02/2022
Sett,Gnar,JarvanIV,Kassadin,Ezreal,Yuumi,Sterak's Gage,Spirit Visage,Goredrinker,Thornmail,Plated Steelcaps,Dead Man's Plate,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5688050957,03/02/2022
Sett,Renekton,Ekko,Yasuo,Lucian,Blitzcrank,Plated Steelcaps,Sterak's Gage,Goredrinker,Bramble Vest,no item,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687949515,03/02/2022
Sett,Riven,Khazix,Orianna,Jinx,Lulu,Spirit Visage,no item,Goredrinker,Sterak's Gage,Plated Steelcaps,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687928201,03/02/2022
Sett,Illaoi,Warwick,Kassadin,Lucian,Nami,Sterak's Gage,no item,Goredrinker,Plated Steelcaps,Blade of The Ruined King,Bramble Vest,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687956048,03/02/2022
Sett,Janna,Graves,Akshan,Senna,Nami,Doran's Blade,Plated Steelcaps,Blade of The Ruined King,Galeforce,Cloth Armor,Control Ward,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687895621,03/02/2022
Sett,Camille,LeeSin,Fizz,Viktor,Senna,Doran's Blade,Blade of The Ruined King,Long Sword,Plated Steelcaps,Ruby Crystal,Control Ward,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687913620,03/02/2022
Sett,Fiora,Sejuani,Akali,Caitlyn,Senna,Doran's Blade,Phage,no item,Plated Steelcaps,Blade of The Ruined King,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687912184,03/02/2022
Sett,Camille,Viego,Akali,Ezreal,Pyke,Doran's Blade,Plated Steelcaps,Goredrinker,Blade of The Ruined King,Phage,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687790258,03/02/2022
Sett,Teemo,Shyvana,Zeri,Draven,Thresh,Sterak's Gage,Bramble Vest,Goredrinker,Long Sword,Plated Steelcaps,Dagger,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687826764,03/02/2022
Sett,Riven,Rengar,Syndra,Zeri,Rakan,Doran's Blade,Blade of The Ruined King,Galeforce,Plated Steelcaps,Phage,Pickaxe,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687793354,03/02/2022
Sett,JarvanIV,MasterYi,Viktor,Kaisa,Nami,Doran's Blade,Blade of The Ruined King,Goredrinker,no item,Plated Steelcaps,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687373617,03/02/2022
Sett,Maokai,Viego,Zoe,Senna,Velkoz,Doran's Blade,Goredrinker,Cloth Armor,Control Ward,Mercury's Treads,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687270568,03/02/2022
Sett,Kayle,Nocturne,Velkoz,Twitch,Janna,Doran's Shield,Goredrinker,Titanic Hydra,Plated Steelcaps,Phage,Ruby Crystal,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5687051947,03/02/2022
Sett,Camille,Elise,Annie,Jinx,Pyke,Doran's Blade,Hexdrinker,Galeforce,Blade of The Ruined King,Plated Steelcaps,Spectre's Cowl,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5685535016,03/02/2022
Sett,Akshan,Talon,Katarina,Zeri,Morgana,Doran's Blade,Plated Steelcaps,Galeforce,Dagger,Dagger,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5685450504,03/02/2022
Sett,Zeri,Kayn,Vi,Ezreal,Janna,Plated Steelcaps,no item,Galeforce,Doran's Blade,Blade of The Ruined King,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5685383425,03/02/2022
Sett,Darius,MasterYi,Irelia,Vayne,Karma,Spirit Visage,Caulfield's Warhammer,no item,Goredrinker,Sterak's Gage,Plated Steelcaps,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5685294001,03/02/2022
Sett,Kayle,Diana,Qiyana,Jhin,Yuumi,no item,Refillable Potion,Galeforce,Plated Steelcaps,Doran's Shield,Blade of The Ruined King,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5684853294,03/02/2022
Sett,Camille,Lillia,Yone,Morgana,Lux,Doran's Blade,Blade of The Ruined King,Control Ward,Mercury's Treads,no item,no item,Akn Hanima,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5684768241,03/02/2022
Sett,Darius,Poppy,Orianna,Jhin,Blitzcrank,Plated Steelcaps,Stridebreaker,Black Cleaver,Sterak's Gage,Giant's Belt,Tiamat,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5703484722,03/02/2022
Sett,Sion,LeeSin,Velkoz,Jinx,Lulu,Doran's Shield,Stridebreaker,Kindlegem,Plated Steelcaps,Sterak's Gage,Caulfield's Warhammer,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5703415321,03/02/2022
Sett,Irelia,Zed,Viktor,Senna,Lulu,Blade of The Ruined King,Stridebreaker,Plated Steelcaps,Phage,Ruby Crystal,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5703325393,03/02/2022
Sett,LeeSin,Poppy,Lux,Caitlyn,Vex,Giant's Belt,Stridebreaker,Sterak's Gage,Plated Steelcaps,Black Cleaver,Tiamat,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5701002398,03/02/2022
Sett,Camille,Warwick,Kassadin,Caitlyn,Yuumi,Sterak's Gage,Stridebreaker,Plated Steelcaps,Bramble Vest,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5699116835,03/02/2022
Sett,Darius,Taliyah,Malzahar,Ezreal,Xerath,Mercury's Treads,Stridebreaker,Refillable Potion,Black Cleaver,Doran's Blade,Ruby Crystal,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5699074519,03/02/2022
Sett,Riven,Khazix,Veigar,Vayne,Nami,Doran's Blade,Stridebreaker,Black Cleaver,Plated Steelcaps,Ruby Crystal,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5697105158,03/02/2022
Sett,Gangplank,Olaf,TwistedFate,Twitch,Janna,Doran's Shield,Stridebreaker,Plated Steelcaps,Sterak's Gage,Bramble Vest,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5696898448,03/02/2022
Sett,Tryndamere,Poppy,Vex,Draven,Soraka,Caulfield's Warhammer,Stridebreaker,Titanic Hydra,Sterak's Gage,Plated Steelcaps,Kindlegem,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5696872406,03/02/2022
Sett,Jayce,XinZhao,Zilean,Jinx,Pyke,Control Ward,Stridebreaker,Refillable Potion,Plated Steelcaps,Phage,Pickaxe,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5696717529,03/02/2022
Sett,Kayle,Talon,Orianna,Zeri,Nami,Mercury's Treads,Stridebreaker,Sterak's Gage,Ruby Crystal,Giant's Belt,Tiamat,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5694627103,03/02/2022
Sett,Quinn,Hecarim,Ahri,Aphelios,Yuumi,Caulfield's Warhammer,Stridebreaker,Refillable Potion,Kindlegem,Doran's Shield,Plated Steelcaps,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5694528779,03/02/2022
Sett,Tryndamere,Hecarim,Viktor,Senna,Thresh,Black Cleaver,Stridebreaker,Kindlegem,Sterak's Gage,Plated Steelcaps,Negatron Cloak,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5694327161,03/02/2022
Sett,Volibear,Rammus,Ryze,Tristana,Janna,Thornmail,Stridebreaker,Sterak's Gage,Mercury's Treads,Black Cleaver,Negatron Cloak,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5694291566,03/02/2022
Sett,Camille,XinZhao,Sylas,Jhin,Senna,Doran's Blade,Stridebreaker,Executioner's Calling,Plated Steelcaps,Sterak's Gage,Caulfield's Warhammer,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5694184807,03/02/2022
Sett,Aatrox,Shaco,Cassiopeia,Vayne,Bard,Titanic Hydra,Stridebreaker,Sterak's Gage,Plated Steelcaps,Thornmail,Winged Moonplate,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5693423165,03/02/2022
Sett,MonkeyKing,Zed,Yone,Jhin,Thresh,Plated Steelcaps,Turbo Chemtank,Pauldrons of Whiterock,Dead Man's Plate,Bramble Vest,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5691571162,03/02/2022
Sett,Gangplank,Volibear,Corki,Jhin,Janna,Sterak's Gage,Stridebreaker,Plated Steelcaps,Black Cleaver,Chain Vest,Pickaxe,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5691340348,03/02/2022
Sett,Jayce,LeeSin,Veigar,Twitch,Senna,Plated Steelcaps,Goredrinker,Sterak's Gage,no item,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5691265111,03/02/2022
Sett,Fiora,Graves,Viktor,Veigar,Senna,Control Ward,Stridebreaker,Refillable Potion,Boots of Swiftness,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5690961601,03/02/2022
Sett,Fiora,Nidalee,TwistedFate,Quinn,Leona,Mercury's Treads,Stridebreaker,Force of Nature,Sterak's Gage,Chain Vest,Bramble Vest,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5690841102,03/02/2022
Sett,Yasuo,LeeSin,Ziggs,Zeri,Rakan,Giant's Belt,Stridebreaker,Sterak's Gage,Hullbreaker,Boots of Swiftness,Tiamat,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5690575597,03/02/2022
Sett,Rengar,Shaco,Xerath,Jinx,Janna,Dead Man's Plate,Stridebreaker,Black Cleaver,Sterak's Gage,Plated Steelcaps,Titanic Hydra,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5690458155,03/02/2022
Sett,Gangplank,Diana,Yasuo,Jhin,Karma,Plated Steelcaps,Stridebreaker,Sterak's Gage,Long Sword,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5690339199,03/02/2022
Sett,XinZhao,Garen,TwistedFate,Zeri,Zilean,Sterak's Gage,Stridebreaker,Black Cleaver,Giant's Belt,Plated Steelcaps,Bramble Vest,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5689412544,03/02/2022
Sett,Sylas,Kayn,Vex,Varus,Bard,Doran's Blade,Stridebreaker,Phage,Chempunk Chainsword,Black Cleaver,Mercury's Treads,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5689155892,03/02/2022
Sett,Gwen,LeeSin,Corki,Samira,Rell,Blade of The Ruined King,Stridebreaker,Null-Magic Mantle,Boots,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5689005465,03/02/2022
Sett,Cassiopeia,Viego,Nasus,Kaisa,Pyke,Sterak's Gage,Stridebreaker,Plated Steelcaps,Bramble Vest,Black Cleaver,Null-Magic Mantle,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5688408343,03/02/2022
Sett,Renekton,Elise,Yone,Vayne,Yuumi,Doran's Blade,Stridebreaker,Plated Steelcaps,Long Sword,Long Sword,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5688404088,03/02/2022
Sett,Quinn,Olaf,Lissandra,Aphelios,Bard,Titanic Hydra,Stridebreaker,Thornmail,Plated Steelcaps,Sterak's Gage,Kindlegem,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5688269473,03/02/2022
Sett,Fiora,Nidalee,Seraphine,Kalista,Leona,Doran's Shield,Stridebreaker,Refillable Potion,Boots,no item,no item,TokÌta Ohma,5NVk5Q5waApO8PBCKSHKhgbpkTauVFuK1CeUQFCQoh5c7s7upi946GWVGIuXv0T-fJEqjrjJbWNYIA,EUW1_5688346116,03/02/2022
